1.061593033278689902e+01,-3.712715320255688400e+00,-1.015280474127121080e+00,-6.686044894778570225e+00,2.359447983437655605e+00,1.123050343508498417e+00,7.464976599936642643e+00,1.313574776942134648e+01,3.000000000000000000e+00
9.845851736358730122e+00,-4.328017064856874541e+00,-1.061722068628228044e+00,-5.908828471545848338e+00,1.989798979233466936e+00,8.917668923608061959e-01,7.038720141997281132e+00,1.241714961365052616e+01,3.000000000000000000e+00
9.036335271444817963e+00,-4.922407113990925787e+00,-1.154196977598485496e+00,-5.139231806487873477e+00,1.684996769648807957e+00,6.797280412717782161e-01,6.597151007284923985e+00,1.164622299532222272e+01,3.000000000000000000e+00
8.193381595243948823e+00,-5.493933721934785908e+00,-1.291685546462690626e+00,-4.377713591013820071e+00,1.444459564054989098e+00,4.855240602147091744e-01,6.142254983542636104e+00,1.082825234335005504e+01,3.000000000000000000e+00
7.323442880336353156e+00,-6.040655222449004214e+00,-1.472224040721129779e+00,-3.624209891413259665e+00,1.267066015481839170e+00,3.078316946266227427e-01,5.676140300086046864e+00,9.969130379664004948e+00,3.000000000000000000e+00
6.433491527087221939e+00,-6.560742766966245476e+00,-1.693248579042142321e+00,-2.878462620560297669e+00,1.151017656081569474e+00,1.452367020514657436e-01,5.201166846676687605e+00,9.075427065445031971e+00,3.000000000000000000e+00
5.530532306858009228e+00,-7.052613885725270038e+00,-1.951583315421885345e+00,-2.139893750696296060e+00,1.093837539556022920e+00,-3.810247640819919377e-03,4.719680693640866842e+00,8.153918066103287288e+00,3.000000000000000000e+00
4.621671693026155658e+00,-7.514813948077869732e+00,-2.243340539522319155e+00,-1.407556332598664639e+00,1.092540620911165661e+00,-1.407093446325347885e-01,4.234385171501117817e+00,7.212002041204991443e+00,3.000000000000000000e+00
3.713971813960642798e+00,-7.946268493139280409e+00,-2.564581113358031406e+00,-6.806491163185676152e-01,1.143454657985182532e+00,-2.670942482576036392e-01,3.748182313955596534e+00,6.257346615459803196e+00,3.000000000000000000e+00
2.814440706688389859e+00,-8.346231297174483643e+00,-2.911131461347440386e+00,4.168850918038273512e-02,1.242381050506423890e+00,-3.846786649422824778e-01,3.263865468154415250e+00,5.297584932564649129e+00,3.000000000000000000e+00
1.930038989066076738e+00,-8.714105663425334214e+00,-3.278432226475024525e+00,7.605184431083206187e-01,1.384817136561741879e+00,-4.949984653406772628e-01,2.784241287350966765e+00,4.340427294908408840e+00,3.000000000000000000e+00
1.067168847888479100e+00,-9.049837605033303589e+00,-3.661978269262249341e+00,1.476833777007459547e+00,1.565710415048431559e+00,-5.997533917979126494e-01,2.311761426232339822e+00,3.393106314969450032e+00,3.000000000000000000e+00
2.317303514433945166e-01,-9.353880813483726797e+00,-4.057363619382361897e+00,2.191447837147143751e+00,1.779482456352411646e+00,-7.008076950375426994e-01,1.848625584620077644e+00,2.462527736843833637e+00,3.000000000000000000e+00
-5.703596609735086531e-01,-9.626481577825780178e+00,-4.459568207828055186e+00,2.905760906738602323e+00,2.020760271269819164e+00,-7.995145107569895382e-01,1.397287283162695015e+00,1.555779833141500479e+00,3.000000000000000000e+00
-1.333971320616751610e+00,-9.868465654756130689e+00,-4.863747537760467310e+00,3.621087113063027996e+00,2.283659593510288577e+00,-8.974360896058444226e-01,9.595672710573754927e-01,6.791849155114737524e-01,3.000000000000000000e+00
-2.054495030338483907e+00,-1.008085174454476984e+01,-5.264977329384736393e+00,4.338886138400312120e+00,2.562235509541415546e+00,-9.959600620700259643e-01,5.370795450951961758e-01,-1.613928190694141063e-01,3.000000000000000000e+00
-2.727942131440778351e+00,-1.026477425848681868e+01,-5.658190556513363667e+00,5.060922970463751724e+00,2.850685923867001925e+00,-1.096131661670801893e+00,1.313840962763890841e-01,-9.604102120198321213e-01,3.000000000000000000e+00
-3.350863571303125177e+00,-1.042153324734090347e+01,-6.038465075410090144e+00,5.788982381985873005e+00,3.143332344338853890e+00,-1.198818942459831449e+00,-2.560501421765367658e-01,-1.712768354594899733e+00,3.000000000000000000e+00
-3.920435290070804601e+00,-1.055268923883742183e+01,-6.401270212816098315e+00,6.524663138314599209e+00,3.434580288261384062e+00,-1.304826297560521153e+00,-6.239474640102175007e-01,-2.413995175239381119e+00,3.000000000000000000e+00
-4.434796577154952679e+00,-1.066017644902318651e+01,-6.742577763985877937e+00,7.269334077605253519e+00,3.718915937139172456e+00,-1.414923693349646738e+00,-9.715555818503667229e-01,-3.060467934591981187e+00,3.000000000000000000e+00
-4.892741986315752634e+00,-1.074597476277208585e+01,-7.058659220799630596e+00,8.024384595792593444e+00,3.991227469690715957e+00,-1.529606128098726092e+00,-1.298235430605052532e+00,-3.649219681711218133e+00,3.000000000000000000e+00
-5.293702336823718824e+00,-1.081245217254022428e+01,-7.346752787757121261e+00,8.790547008442104016e+00,4.246428960524497143e+00,-1.649602741353965119e+00,-1.603779471588505645e+00,-4.178177383413173018e+00,3.000000000000000000e+00
-5.637573050334242275e+00,-1.086179322075975051e+01,-7.604267269282762420e+00,9.568694107598640031e+00,4.480171996691649561e+00,-1.775131929682970622e+00,-1.887891626595563865e+00,-4.645756288185156180e+00,3.000000000000000000e+00
-5.924964566342986849e+00,-1.089620213290691098e+01,-7.829019549657755483e+00,1.035962727872290756e+01,4.688468193591961430e+00,-1.906240446931246835e+00,-2.150450244483664619e+00,-5.051030979542638910e+00,3.000000000000000000e+00
-6.157196114249757102e+00,-1.091785520385828967e+01,-8.019226452828775109e+00,1.116407276025086048e+01,4.867824320158922191e+00,-2.042756816252915719e+00,-2.391544922969137676e+00,-5.393747998839928393e+00,3.000000000000000000e+00
-6.336011421872501437e+00,-1.092875550321537048e+01,-8.173474758222528891e+00,1.198268694929859102e+01,5.015360273329168450e+00,-2.184238660986852487e+00,-2.611513292416674403e+00,-5.674293300176659116e+00,3.000000000000000000e+00
-6.463699513331613744e+00,-1.093091178822263565e+01,-8.290927761879107294e+00,1.281593590096529489e+01,5.128647670008126269e+00,-2.330155816383762790e+00,-2.810875762069190209e+00,-5.893675199262078834e+00,3.000000000000000000e+00
-6.543063988074249160e+00,-1.092631717257170365e+01,-8.371447927381154841e+00,1.366390445329300007e+01,5.205726944176229942e+00,-2.479944742281589232e+00,-2.990447548494171937e+00,-6.053637463273604524e+00,3.000000000000000000e+00
