5.955441049855755409e+03,-1.586093510271075320e+04,-1.208430777291567210e+03,2.648771014383212901e+02,4.871679049148554441e+03,1.023021316226482327e+03,7.828161842603531113e+03,-2.873814479271350137e+03,1.666666666666666741e+00,1.296972000123666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
6.498922010936087645e+03,-1.573445128510737231e+04,-1.230617403217284618e+03,1.716721788928395256e+02,4.276109011791093508e+03,7.776286422488777816e+02,8.082805822909404924e+03,-2.842068978453897671e+03,1.666666666666666741e+00,1.296972000125333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
7.113052586607741432e+03,-1.555665205518973562e+04,-1.314802850112970191e+03,2.963995569443674682e+01,3.665271605022237054e+03,5.110904535058564875e+02,8.321700174211766353e+03,-2.769299869739542828e+03,1.666666666666666741e+00,1.296972000127000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
7.787656626596301066e+03,-1.533023226330657053e+04,-1.460134828000969719e+03,-1.600401571295721226e+02,3.047933114684477914e+03,2.269207155168178360e+02,8.544539226023733136e+03,-2.656642434383868476e+03,1.666666666666666741e+00,1.296972000128666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
8.510521113228485774e+03,-1.505963757925990831e+04,-1.663953306267133712e+03,-3.944799695760787586e+02,2.433210621370946228e+03,-7.084492642065833934e+01,8.751521526102627831e+03,-2.506337479178985177e+03,1.666666666666666741e+00,1.296972000130333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
9.268142618656820559e+03,-1.475089991278287380e+04,-1.921945741830990301e+03,-6.692117284209149375e+02,1.830228548239931115e+03,-3.778683118996113990e+02,8.943116427959392240e+03,-2.321561899923036890e+03,1.666666666666666741e+00,1.296972000132000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.004596387809794032e+04,-1.441150970033494559e+04,-2.228296145407227868e+03,-9.783627994886907118e+02,1.247897667514286468e+03,-6.896039668359784400e+02,9.120263324786772500e+03,-2.106352258332992733e+03,1.666666666666666741e+00,1.296972000133666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.082870035880789510e+04,-1.405016222878858207e+04,-2.575791538870989370e+03,-1.314780317321131179e+03,6.945602581815255689e+02,-1.001360792864497284e+03,9.284326239984316999e+03,-1.865491979129300717e+03,1.666666666666666741e+00,1.296972000135333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.160073264433101758e+04,-1.367647480772173549e+04,-2.956104982119230044e+03,-1.670258505612781619e+03,1.778534476015483961e+02,-1.308466592732655954e+03,9.437021030539568528e+03,-1.604302234286954217e+03,1.666666666666666741e+00,1.296972000137000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.234715441624750201e+04,-1.330066785397076455e+04,-3.360234915899818589e+03,-2.036045104585090712e+03,-2.958172086356207728e+02,-1.606521430609703202e+03,9.580517335819151413e+03,-1.328385238366627163e+03,1.666666666666666741e+00,1.296972000138666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.305403803918877202e+04,-1.293329028607796499e+04,-3.778704379435971987e+03,-2.402989622876679732e+03,-7.213521521452252045e+02,-1.891429023871545951e+03,9.717248652539205068e+03,-1.043521227320842854e+03,1.666666666666666741e+00,1.296972000140333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.370862212839970198e+04,-1.258484183579615819e+04,-4.201745439135072047e+03,-2.761753639012587428e+03,-1.095062759315934500e+03,-2.159511681814265557e+03,9.849802239808881495e+03,-7.555090131354590994e+02,1.666666666666666741e+00,1.296972000142000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.430022159763722266e+04,-1.226533879009569318e+04,-4.619846133734416981e+03,-3.103400144212415853e+03,-1.414979950538661797e+03,-2.407719335654710449e+03,9.980956370036756198e+03,-4.698936134386070194e+02,1.666666666666666741e+00,1.296972000143666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.482013001855509356e+04,-1.198402108825508185e+04,-5.023934373026258982e+03,-3.419538495081856581e+03,-1.680797187119875161e+03,-2.633633748266534440e+03,1.011357462936884986e+04,-1.917797561749660815e+02,1.666666666666666741e+00,1.296972000145333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.526203734494193668e+04,-1.174911401706626930e+04,-5.405584366109261282e+03,-3.702530093062703145e+03,-1.893852313239789510e+03,-2.835487323356456272e+03,1.025035843878364722e+04,7.417232910818347591e+01,1.666666666666666741e+00,1.296972000147000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.562247078251399216e+04,-1.156741634431350940e+04,-5.757434992647878062e+03,-3.946006365040129367e+03,-2.057230716319521889e+03,-3.012364384003648865e+03,1.039402142268307034e+04,3.239605971261189552e+02,1.666666666666666741e+00,1.296972000148666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.590063594231172647e+04,-1.144415026979084359e+04,-6.073321089315314566e+03,-4.144941493880002781e+03,-2.175589208714220149e+03,-3.164112181848760429e+03,1.054710748695816255e+04,5.543708142786769031e+02,1.666666666666666741e+00,1.296972000150333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.609852142205742530e+04,-1.138276932396240773e+04,-6.348514241656044760e+03,-4.295969830775134142e+03,-2.255048229004438326e+03,-3.291375855477619098e+03,1.071203607950136393e+04,7.631199793165505980e+02,1.666666666666666741e+00,1.296972000152000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.622058832802466895e+04,-1.138479443900789192e+04,-6.579756822266196650e+03,-4.397391861154051185e+03,-2.302987863880339773e+03,-3.395501944394518887e+03,1.089089151814995421e+04,9.489530845278108018e+02,1.666666666666666741e+00,1.296972000153666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.627360488276655269e+04,-1.144986132496849132e+04,-6.765269504707222040e+03,-4.449099428226308191e+03,-2.327679100345706047e+03,-3.478434399523128832e+03,1.108532449213042310e+04,1.111414382873830618e+03,1.666666666666666741e+00,1.296972000155333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.626675957167872002e+04,-1.157570674518672786e+04,-6.904854669695276243e+03,-4.452802457764076280e+03,-2.338147226210009194e+03,-3.542762987278916171e+03,1.129652491767909669e+04,1.250989596776620601e+03,1.666666666666666741e+00,1.296972000157000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.621115628009538159e+04,-1.175814474910934223e+04,-6.999817083109098348e+03,-4.411937133812960383e+03,-2.343838021478974497e+03,-3.591566530403670640e+03,1.152514878770643736e+04,1.368998450111786951e+03,1.666666666666666741e+00,1.296972000158666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.611876273416117147e+04,-1.199121664007910476e+04,-7.052770383479660268e+03,-4.331319070821777132e+03,-2.354184239236026770e+03,-3.628113849295909404e+03,1.177147453096715071e+04,1.467366917784147518e+03,1.666666666666666741e+00,1.296972000160333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.600241427517711418e+04,-1.226744208966401675e+04,-7.067440135552343236e+03,-4.217042873821027570e+03,-2.378341235063768636e+03,-3.655882247533845202e+03,1.203521558973440733e+04,1.548518716723082207e+03,1.666666666666666741e+00,1.296972000162000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.587565708217559040e+04,-1.257804380131759535e+04,-7.048722671472442926e+03,-4.076516008322339530e+03,-2.425060436117697918e+03,-3.678467134504715887e+03,1.231565406044566953e+04,1.615498909112731099e+03,1.666666666666666741e+00,1.296972000163666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.575193926926508539e+04,-1.291314570937770441e+04,-7.002293769360835540e+03,-3.918046770111173828e+03,-2.502311450340940155e+03,-3.699401115534389191e+03,1.261152267852589466e+04,1.671736866933549436e+03,1.666666666666666741e+00,1.296972000165333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.564419926565627793e+04,-1.326213368857965725e+04,-6.934426327496730664e+03,-3.750545086735093264e+03,-2.616903313593024450e+03,-3.721982703969188606e+03,1.292100844461988891e+04,1.720783410097151091e+03,1.666666666666666741e+00,1.296972000167000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.556444072821064765e+04,-1.361394483619871608e+04,-6.851668200583079852e+03,-3.583123543034404520e+03,-2.774401673866176225e+03,-3.749159013889451217e+03,1.324166724958114355e+04,1.766189289779636283e+03,1.666666666666666741e+00,1.296972000168666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.552309133920310524e+04,-1.395750787927015881e+04,-6.760542185306082501e+03,-3.424841686440021931e+03,-2.978846328535733392e+03,-3.783390667335913804e+03,1.357071963140825392e+04,1.811317776275941696e+03,1.666666666666666741e+00,1.296972000170333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.552904077252764000e+04,-1.428200427061988012e+04,-6.667455633713580028e+03,-3.284520825431187404e+03,-3.232764723116049481e+03,-3.826656473218693009e+03,1.390503945946283784e+04,1.859321694108215524e+03,1.666666666666666741e+00,1.296972000172000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.558884287332348504e+04,-1.457708958880195678e+04,-6.578315405331291004e+03,-3.170173464916060766e+03,-3.536887346295850875e+03,-3.880283801223690261e+03,1.424108732358667476e+04,1.912819409657867482e+03,1.666666666666666741e+00,1.296972000173666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.570670773250966158e+04,-1.483357592501938962e+04,-6.498380520845254978e+03,-3.089040860830391466e+03,-3.890420524578713867e+03,-3.944907113886774368e+03,1.457561338557246199e+04,1.974003827077696769e+03,1.666666666666666741e+00,1.296972000175333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.588465124038910471e+04,-1.504333078160000150e+04,-6.432166756050788536e+03,-3.047304048652129950e+03,-4.290993574282171721e+03,-4.020545272569059307e+03,1.490524876034201043e+04,2.044440432421489504e+03,1.666666666666666741e+00,1.296972000177000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.612226940536516304e+04,-1.519961407670741573e+04,-6.383224856387146247e+03,-3.049751693362315564e+03,-4.734725933600774624e+03,-4.106545139096768253e+03,1.522655353132722666e+04,2.125038762460860653e+03,1.666666666666666741e+00,1.296972000178666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.641697431306026556e+04,-1.529735694344258809e+04,-6.354007428451323904e+03,-3.099659326118302033e+03,-5.216390998488973310e+03,-4.201630527361022359e+03,1.553603600960982476e+04,2.216034901190732853e+03,1.666666666666666741e+00,1.296972000180333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.676424604144909608e+04,-1.533315597731819980e+04,-6.346086789057334499e+03,-3.199044852542386707e+03,-5.729766459292480249e+03,-4.304035555388624744e+03,1.583067128451140161e+04,2.317172307638948496e+03,1.666666666666666741e+00,1.296972000182000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.715746739207312203e+04,-1.530534603508692817e+04,-6.359940427336879111e+03,-3.348345709874748081e+03,-6.267717872757219993e+03,-4.411453096134983753e+03,1.610772956850199262e+04,2.427606180614717687e+03,1.666666666666666741e+00,1.296972000183666748e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.758831804458584156e+04,-1.521396795963298791e+04,-6.394920663055737350e+03,-3.546417977945425719e+03,-6.822385851613534214e+03,-4.521199685820410195e+03,1.636479938522258271e+04,2.545774708258697501e+03,1.666666666666666741e+00,1.296972000185333252e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
1.804721369837699240e+04,-1.506084244896456767e+04,-6.449457771944388696e+03,-3.790685284493907147e+03,-7.385568237343378314e+03,-4.630306469147073585e+03,1.660002158554061316e+04,2.669624927974519323e+03,1.666666666666666741e+00,1.296972000187000000e+12,6.700000000000000000e+02,3.750000000000000000e+00,0.000000000000000000e+00
